mouse_gene_symbol	mouse_chromosome	entity_type	category	parent	consensus_score	is_cs	database_cs	database_tf
Il3	11	protein	ligand, growthfactor, growth_factor, secreted, extracellular, cytokine, interleukin	ligand, secreted, extracellular	20	FALSE	CellPhoneDB, CellCall, Cellinker, UniProt, iTALK, HPA_secretome, LOCATE, connectomeDB2020, scConnect, Matrisome, talklr, DGIdb, HGNC, LRdb, ICELLNET, OmniPath, SignaLink_function, GO_Intercell, Kirouac2010, HPMR, Guide2Pharma, CellTalkDB, Ramilowski2015, CellChatDB	NA
Il31	5	protein	secreted, ligand, extracellular, cytokine, interleukin	secreted, ligand, extracellular	15	FALSE	Cellinker, HGNC, Ramilowski2015, OmniPath, HPA_secretome, iTALK, HPMR, GO_Intercell, ICELLNET, LRdb, CellChatDB, connectomeDB2020, CellTalkDB, SignaLink_function, Guide2Pharma, scConnect, UniProt, talklr	NA
Il31ra	13	protein	transmembrane_phobius, transmembrane_predicted, receptor, cytokiner, transmembrane, intracellular, ig, extracellular, type1, ig_like, cytokine, plasma_membrane_transmembrane, cell_surface, plasma_membrane, osmr_cytokine_type_1, transmembrane_tmhmm, interleukin, cytokine_type_1, type1_ig_like_cytokine	transmembrane_predicted, transmembrane, receptor, intracellular, extracellular, plasma_membrane_transmembrane, cell_surface, plasma_membrane	17	TRUE	Almen2009, OmniPath, iTALK, Surfaceome, Ramilowski_location, UniProt, EMBRACE, ComPPI, GO_Intercell, SignaLink_function, scConnect, Membranome, Ramilowski2015, LOCATE, DGIdb, CellCellInteractions, talklr, ICELLNET, HPMR, Phobius, Guide2Pharma, HGNC, connectomeDB2020, CellTalkDB, LRdb	NA
Il33	19	protein	intracellular, secreted, ligand, interleukin, extracellular, cytokine	intracellular, secreted, ligand, extracellular	11	FALSE	GO_Intercell, UniProt, OmniPath, Cellinker, Baccin2019, CellTalkDB, connectomeDB2020, ICELLNET, CellPhoneDB, ComPPI, scConnect, HGNC, HPA_secretome, CellChatDB, Guide2Pharma	NA
Il34	8	protein	secreted, extracellular, ligand, cytokine, growth_factor, interleukin, growthfactor	secreted, extracellular, ligand	17	FALSE	Baccin2019, OmniPath, CellChatDB, Cellinker, UniProt, Matrisome, HGNC, talklr, scConnect, CellPhoneDB, Ramilowski2015, ICELLNET, connectomeDB2020, EMBRACE, DGIdb, iTALK, CellTalkDB, GO_Intercell, LRdb, HPA_secretome	NA
Il36a	2	protein	secreted, ligand, intracellular, cytokine, interleukin	secreted, ligand, intracellular	10	FALSE	connectomeDB2020, HGNC, OmniPath, ICELLNET, scConnect, UniProt, CellTalkDB, CellChatDB, GO_Intercell, ComPPI, Matrisome, CellPhoneDB, HPA_secretome, Guide2Pharma	NA
Il36b	2	protein	cytokine, intracellular, ligand, secreted, extracellular, interleukin	ligand, intracellular, secreted, extracellular	9	FALSE	CellPhoneDB, OmniPath, Guide2Pharma, GO_Intercell, UniProt, Matrisome, ICELLNET, scConnect, HGNC, LOCATE, CellChatDB, HPA_secretome, CellTalkDB, ComPPI	NA
Il36g	2	protein	ligand, intracellular, secreted, cytokine, interleukin	ligand, intracellular, secreted	10	FALSE	OmniPath, GO_Intercell, Guide2Pharma, HPA_secretome, CellTalkDB, CellPhoneDB, CellChatDB, HGNC, ICELLNET, Matrisome, UniProt, ComPPI, scConnect, SignaLink_function	NA
Il36rn	2	protein	cytokine, ligand, extracellular, secreted, ligand_regulator, intracellular, growth_factor_binder, interleukin	ligand, extracellular, secreted, ligand_regulator, intracellular	9	FALSE	ICELLNET, CellChatDB, HGNC, OmniPath, Guide2Pharma, UniProt, CellPhoneDB, GO_Intercell, Matrisome, connectomeDB2020, scConnect, HPA_secretome	NA
Il4	11	protein	extracellular, ligand, secreted, growthfactor, cytokine, growth_factor, interleukin	extracellular, ligand, secreted	22	FALSE	OmniPath, CellPhoneDB, Baccin2019, iTALK, Ramilowski2015, GO_Intercell, HGNC, LRdb, CellTalkDB, Cellinker, talklr, SignaLink_function, UniProt, HPA_secretome, ICELLNET, DGIdb, Kirouac2010, connectomeDB2020, Matrisome, CellChatDB, HPMR, scConnect, LOCATE, CellCall, EMBRACE, Guide2Pharma	NA
Il4i1	7	protein	secreted, transmembrane, intracellular	secreted, transmembrane, intracellular	3	TRUE	UniProt, OmniPath, HPA_secretome, GO_Intercell, ComPPI, LOCATE	NA
Il4ra	7	protein	receptor, transmembrane, plasma_membrane_transmembrane, type1, plasma_membrane, intracellular, cytokine, transmembrane_phobius, cytokine_receptor, interleukin, secreted, ligand, cell_adhesion, ig, type1_ig_like_cytokine, extracellular, adhesion, cell_surface, transmembrane_tmhmm, cytokiner, ghr_cytokine_type_1, cytokine_type_1, transmembrane_predicted, ig_like, transmembrane_sosui	receptor, transmembrane, plasma_membrane_transmembrane, plasma_membrane, intracellular, transmembrane_predicted, secreted, ligand, cell_adhesion, extracellular, adhesion, cell_surface	23	TRUE	Almen2009, OmniPath, Surfaceome, Guide2Pharma, GO_Intercell, HPMR, CSPA, Ramilowski_location, ICELLNET, LOCATE, CellCellInteractions, UniProt, CellPhoneDB, LRdb, Baccin2019, Ramilowski2015, Cellinker, HPA_secretome, connectomeDB2020, CellCall, Phobius, EMBRACE, SignaLink_function, iTALK, Membranome, CellTalkDB, talklr, CellChatDB, HGNC, scConnect, Kirouac2010, TopDB	NA
Il5	11	protein	ligand, cytokine, secreted, growth_factor, interleukin, extracellular, growthfactor	ligand, secreted, extracellular	20	FALSE	connectomeDB2020, ICELLNET, Cellinker, HPA_secretome, CellCall, talklr, CellChatDB, DGIdb, UniProt, Kirouac2010, Matrisome, iTALK, CellTalkDB, CellPhoneDB, LRdb, OmniPath, scConnect, Guide2Pharma, GO_Intercell, SignaLink_function, Baccin2019, HGNC, Ramilowski2015	NA
Il5ra	6	protein	receptor, transmembrane_sosui, transmembrane, interleukin, extracellular, ig, intracellular, cell_surface, cytokine, cytokine_receptor, transmembrane_phobius, cytokiner, plasma_membrane_transmembrane, transmembrane_tmhmm, ig_like, transmembrane_predicted, type1_ig_like_cytokine, type1	receptor, transmembrane_predicted, transmembrane, extracellular, intracellular, cell_surface, plasma_membrane_transmembrane	19	TRUE	iTALK, Almen2009, Ramilowski_location, OmniPath, Phobius, HGNC, scConnect, Ramilowski2015, DGIdb, CellCall, CellPhoneDB, connectomeDB2020, ICELLNET, Surfaceome, TopDB, LOCATE, Guide2Pharma, Kirouac2010, talklr, SignaLink_function, UniProt, Membranome, CellCellInteractions, Baccin2019, LRdb, CellTalkDB, GO_Intercell, CSPA	NA
Il6	5	protein	secreted, ligand, interleukin, growth_factor, cytokine, extracellular, intracellular, interleukin6, growthfactor	secreted, ligand, extracellular, intracellular	22	FALSE	Baccin2019, Ramilowski2015, OmniPath, Guide2Pharma, connectomeDB2020, HGNC, ICELLNET, iTALK, UniProt, LRdb, SignaLink_function, CellPhoneDB, EMBRACE, CellChatDB, HPMR, GO_Intercell, Matrisome, LOCATE, CellCall, HPA_secretome, CellTalkDB, Cellinker, DGIdb, ComPPI, Kirouac2010, scConnect, talklr	NA
Il6ra	3	protein	receptor, cell_surface, type1_ig_like_cytokine, cytokiner, cytokine_receptor, plasma_membrane, secreted, interleukin, transmembrane_tmhmm, plasma_membrane_transmembrane, cytokine, transmembrane, extracellular, basolateral_cell_membrane, intracellular, cell_adhesion, transmembrane_phobius, ig_like, cytokine_type_1, transmembrane_sosui, ligand, transmembrane_predicted, cicytr_cytokine_type_1, type1, adhesion, ig	receptor, cell_surface, plasma_membrane, secreted, transmembrane_predicted, plasma_membrane_transmembrane, transmembrane, extracellular, intracellular, cell_adhesion, ligand, adhesion	22	TRUE	talklr, Kirouac2010, connectomeDB2020, Almen2009, iTALK, Surfaceome, CellPhoneDB, OmniPath, CellCellInteractions, ICELLNET, Cellinker, EMBRACE, UniProt, Baccin2019, Ramilowski_location, GO_Intercell, DGIdb, HGNC, LOCATE, Phobius, Ramilowski2015, Membranome, HPMR, CellCall, Guide2Pharma, SignaLink_function, CellTalkDB, TopDB, scConnect, LRdb	NA
Il6st	13	protein	intracellular, type1, receptor, transmembrane, plasma_membrane_transmembrane, plasma_membrane, cytokine, osmr_cytokine_type_1, adhesion, secreted, cell_surface, extracellular, ligand_regulator, transmembrane_predicted, interleukin, growth_factor_binder, ig, ig_like, cell_adhesion, cytokiner, transmembrane_phobius, type1_ig_like_cytokine, ligand, cytokine_receptor, cytokine_type_1, transmembrane_tmhmm	intracellular, receptor, transmembrane, plasma_membrane_transmembrane, plasma_membrane, adhesion, secreted, cell_surface, extracellular, ligand_regulator, ligand, cell_adhesion, transmembrane_predicted	21	TRUE	LOCATE, Surfaceome, ICELLNET, UniProt, HPMR, CellCellInteractions, iTALK, CellPhoneDB, connectomeDB2020, OmniPath, HPA_secretome, Almen2009, HGNC, LRdb, GO_Intercell, Cellinker, Ramilowski2015, CSPA, Guide2Pharma, Baccin2019, EMBRACE, SignaLink_function, CellCall, Phobius, Membranome, DGIdb, scConnect, TopDB, talklr, Ramilowski_location, CellTalkDB	NA
Il7	3	protein	secreted, ligand, cytokine, growth_factor, extracellular, interleukin, growthfactor	secreted, ligand, extracellular	22	FALSE	OmniPath, Kirouac2010, ICELLNET, CellPhoneDB, talklr, DGIdb, LOCATE, CellChatDB, connectomeDB2020, Matrisome, EMBRACE, iTALK, scConnect, UniProt, SignaLink_function, Ramilowski2015, GO_Intercell, Baccin2019, CellCall, HPMR, HGNC, HPA_secretome, Guide2Pharma, CellTalkDB, Cellinker, LRdb	NA
Il7r	15	protein	cytokine_receptor, transmembrane, transmembrane_phobius, receptor, cell_adhesion, plasma_membrane, intracellular, secreted, cytokine, ligand, transmembrane_predicted, cytokiner, extracellular, plasma_membrane_transmembrane, ig, type1, adhesion, cytokine_type_1, transmembrane_tmhmm, cell_surface, transmembrane_sosui, interleukin, ig_like, prolactin, type1_ig_like_cytokine	receptor, transmembrane, transmembrane_predicted, cell_adhesion, plasma_membrane, intracellular, secreted, ligand, extracellular, plasma_membrane_transmembrane, adhesion, cell_surface	21	TRUE	CellPhoneDB, UniProt, Almen2009, Guide2Pharma, HGNC, OmniPath, GO_Intercell, iTALK, LOCATE, Surfaceome, HPMR, Membranome, ComPPI, Baccin2019, Cellinker, SignaLink_function, talklr, DGIdb, scConnect, LRdb, Ramilowski2015, TopDB, EMBRACE, ICELLNET, connectomeDB2020, CellTalkDB, Kirouac2010, CellCellInteractions, Ramilowski_location, Phobius, CellCall, CSPA	NA
Il9	13	protein	ligand, cytokine, secreted, growth_factor, interleukin, growthfactor, extracellular	ligand, secreted, extracellular	21	FALSE	Matrisome, ICELLNET, HGNC, CellTalkDB, Baccin2019, CellCall, UniProt, Ramilowski2015, OmniPath, HPA_secretome, HPMR, DGIdb, SignaLink_function, Guide2Pharma, Cellinker, CellPhoneDB, scConnect, LRdb, connectomeDB2020, iTALK, CellChatDB, talklr, GO_Intercell, Kirouac2010	NA
Il9r	11	protein	plasma_membrane, secreted, transmembrane, receptor, cytokine, ligand, plasma_membrane_transmembrane, interleukin, type1_ig_like_cytokine, ig, cell_surface, extracellular, growth_factor_binder, adhesion, ig_like, cytokiner, transmembrane_predicted, ligand_regulator, cytokine_receptor, cell_adhesion, type1, transmembrane_sosui, il_21r_cytokine_type_1, pseudoautosomal_region, cytokine_type_1	plasma_membrane, secreted, transmembrane, receptor, ligand, plasma_membrane_transmembrane, cell_surface, extracellular, ligand_regulator, adhesion, transmembrane_predicted, cell_adhesion	20	TRUE	OmniPath, UniProt, GO_Intercell, LRdb, CellPhoneDB, Almen2009, ICELLNET, Cellinker, connectomeDB2020, HPMR, HGNC, CellCellInteractions, CellCall, Kirouac2010, Surfaceome, LOCATE, iTALK, scConnect, Membranome, CellTalkDB, Ramilowski_location, Phobius, SignaLink_function, talklr, Guide2Pharma, Baccin2019, Ramilowski2015	NA
Ildr1	16	protein	receptor, transmembrane, intracellular, tight_junction, cell_surface, adhesion, plasma_membrane_transmembrane, plasma_membrane, cell_adhesion	receptor, transmembrane, intracellular, tight_junction, cell_surface, transmembrane_predicted, adhesion, plasma_membrane_transmembrane, plasma_membrane, cell_adhesion	5	TRUE	Cellinker, Ramilowski_location, UniProt, CellCellInteractions, ComPPI, OmniPath, GO_Intercell, Surfaceome, Phobius, Membranome, TopDB	NA
Ildr2	1	protein	transmembrane, receptor, intracellular, tight_junction, plasma_membrane, adhesion, cell_adhesion, transmembrane_tmhmm, transmembrane_predicted	transmembrane, receptor, intracellular, tight_junction, plasma_membrane, adhesion, cell_adhesion, transmembrane_predicted	5	TRUE	Ramilowski_location, OmniPath, scConnect, UniProt, ComPPI, GO_Intercell, Cellinker, Almen2009, Phobius	NA
Ilf2	3	protein	intracellular, transmembrane	intracellular, transmembrane	3	TRUE	GO_Intercell, OmniPath, UniProt, LOCATE, ComPPI	NA
Ilf3	9	protein	intracellular, transmembrane, transmembrane_predicted, transmembrane_phobius, transmembrane_sosui	intracellular, transmembrane, transmembrane_predicted	3	TRUE	OmniPath, UniProt, Almen2009, ComPPI, LOCATE, GO_Intercell	NA
Ilk	7	protein	intracellular, plasma_membrane, receptor	intracellular, plasma_membrane, receptor	3	FALSE	ComPPI, OmniPath, LOCATE, GO_Intercell, scConnect, UniProt	NA
Ilkap	1	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, LOCATE, OmniPath, ComPPI	NA
Ilrun	17	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, ComPPI, GO_Intercell	NA
Ilvbl	10	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	UniProt, GO_Intercell, OmniPath, ComPPI	NA
Immp1l	2	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	Ramilowski_location, UniProt, GO_Intercell, OmniPath, ComPPI	NA
Immp2l	12	protein	transmembrane, intracellular	transmembrane, intracellular	4	TRUE	UniProt, GO_Intercell, OmniPath, ComPPI, Ramilowski_location	NA
Immt	6	protein	intracellular, transmembrane	intracellular, transmembrane	5	TRUE	UniProt, OmniPath, GO_Intercell, LOCATE, Ramilowski_location, ComPPI	NA
Imp3	9	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, LOCATE, ComPPI	NA
Imp4	1	protein	intracellular	intracellular	3	FALSE	LOCATE, OmniPath, UniProt, GO_Intercell, ComPPI	NA
Impa1	3	protein	intracellular, receptor	intracellular, receptor	3	FALSE	LOCATE, ComPPI, OmniPath, scConnect, GO_Intercell, UniProt	NA
Impa2	18	protein	receptor, intracellular	receptor, intracellular	3	FALSE	scConnect, OmniPath, ComPPI, GO_Intercell, UniProt	NA
Impact	18	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	NA
Impdh1	6	protein	receptor, intracellular	receptor, intracellular	3	FALSE	OmniPath, UniProt, ComPPI, scConnect, GO_Intercell	NA
Impdh2	9	protein	receptor, intracellular	receptor, intracellular	3	FALSE	scConnect, OmniPath, UniProt, GO_Intercell, ComPPI	NA
Impg1	9	protein	ecm, secreted, proteoglycan, extracellular	ecm, secreted, extracellular	4	FALSE	CellCellInteractions, HPA_secretome, UniProt, Matrisome, MatrixDB, GO_Intercell, OmniPath, LOCATE	NA
Impg2	16	protein	extracellular, ecm, ligand, receptor, transmembrane, plasma_membrane_transmembrane, secreted, cell_surface, proteoglycan	extracellular, ecm, ligand, receptor, transmembrane, plasma_membrane_transmembrane, secreted, transmembrane_predicted, cell_surface	5	TRUE	LOCATE, CellCellInteractions, OmniPath, UniProt, Phobius, MatrixDB, GO_Intercell, Cellinker, Ramilowski_location, Surfaceome, Membranome, Matrisome	NA
Ina	19	protein	intracellular, ecm	intracellular, ecm	2	FALSE	GO_Intercell, OmniPath, ComPPI	NA
Inafm1	7	protein	transmembrane, plasma_membrane_transmembrane, transmembrane_phobius, transmembrane_tmhmm, transmembrane_predicted	transmembrane, plasma_membrane_transmembrane, transmembrane_predicted	5	TRUE	UniProt, Membranome, OmniPath, Ramilowski_location, Almen2009, Phobius	NA
Inafm2	2	protein	transmembrane, plasma_membrane_transmembrane	transmembrane_predicted, transmembrane, plasma_membrane_transmembrane	3	TRUE	Phobius, OmniPath, UniProt, Membranome	NA
Inava	1	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Inca1	11	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, ComPPI, GO_Intercell	NA
Incenp	19	protein	intracellular	intracellular	3	FALSE	LOCATE, ComPPI, OmniPath, GO_Intercell, UniProt	NA
Inf2	12	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Ing1	8	protein	intracellular	intracellular	3	FALSE	GO_Intercell, OmniPath, ComPPI, LOCATE, UniProt	NA
Ing2	8	protein	intracellular	intracellular	3	FALSE	ComPPI, UniProt, LOCATE, OmniPath, GO_Intercell	NA
Ing3	6	protein	intracellular	intracellular	3	FALSE	UniProt, OmniPath, GO_Intercell, ComPPI	NA
Ing4	6	protein	intracellular	intracellular	3	FALSE	OmniPath, LOCATE, UniProt, ComPPI, GO_Intercell	CollecTRI;TRRUST_CollecTRI
Ing5	1	protein	intracellular	intracellular	3	FALSE	OmniPath, LOCATE, ComPPI, UniProt, GO_Intercell	NA
Inha	1	protein	secreted, ligand, inhibin, growth_factor, intracellular, cytokine, extracellular, growthfactor, hormone	secreted, ligand, intracellular, extracellular	16	FALSE	Cellinker, Matrisome, HGNC, CellTalkDB, DGIdb, connectomeDB2020, OmniPath, Baccin2019, Guide2Pharma, ComPPI, UniProt, LOCATE, iTALK, GO_Intercell, CellPhoneDB, Ramilowski2015, LRdb, Kirouac2010, talklr, HPA_secretome, EMBRACE	NA
Inhba	13	protein	extracellular, ligand, cytokine, secreted, growth_factor, hormone, inhibin, growthfactor, intracellular, ligand_regulator, ligand_antagonist	extracellular, ligand, secreted, intracellular, ligand_regulator	22	FALSE	LOCATE, HGNC, Baccin2019, OmniPath, Guide2Pharma, iTALK, CellPhoneDB, ICELLNET, UniProt, Matrisome, DGIdb, scConnect, HPA_secretome, Ramilowski2015, LRdb, Kirouac2010, HPMR, CellTalkDB, GO_Intercell, EMBRACE, Cellinker, talklr, SignaLink_function, connectomeDB2020, CellCall, CellChatDB	NA
Inhbb	1	protein	ligand, cytokine, secreted, hormone, intracellular, growthfactor, inhibin, growth_factor, extracellular, ligand_antagonist, ligand_regulator	ligand, secreted, intracellular, extracellular, ligand_regulator	20	FALSE	CellPhoneDB, Guide2Pharma, ICELLNET, OmniPath, connectomeDB2020, EMBRACE, Kirouac2010, HPA_secretome, HPMR, GO_Intercell, HGNC, LRdb, Baccin2019, Ramilowski2015, Matrisome, DGIdb, CellCall, CellChatDB, UniProt, scConnect, iTALK, LOCATE, CellTalkDB, talklr, ComPPI	NA
Inhbc	10	protein	ligand, cytokine, secreted, intracellular, growth_factor, hormone, growthfactor, ligand_antagonist, ligand_regulator, inhibin	ligand, secreted, intracellular, ligand_regulator	16	FALSE	Ramilowski2015, DGIdb, Baccin2019, HPA_secretome, UniProt, HGNC, CellChatDB, GO_Intercell, talklr, OmniPath, connectomeDB2020, Cellinker, iTALK, CellTalkDB, CellPhoneDB, LRdb, Matrisome, CellCall, EMBRACE	NA
Inhbe	10	protein	ligand, hormone, secreted, growth_factor, inhibin, intracellular, growthfactor, ligand_antagonist, ligand_regulator, extracellular	ligand, secreted, intracellular, ligand_regulator, extracellular	12	FALSE	Cellinker, CellPhoneDB, CellTalkDB, Matrisome, UniProt, OmniPath, HGNC, GO_Intercell, DGIdb, CellChatDB, iTALK, CellCall, HPA_secretome, EMBRACE, ComPPI, LRdb	NA
Inip	4	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, OmniPath, ComPPI	NA
Inka1	9	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Inka2	3	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Inmt	6	protein	intracellular, extracellular	intracellular, extracellular	3	FALSE	UniProt, GO_Intercell, LOCATE, ComPPI, OmniPath	NA
Ino80	2	protein	transmembrane, intracellular	transmembrane, intracellular	3	TRUE	Ramilowski_location, UniProt, ComPPI, OmniPath, LOCATE, GO_Intercell	NA
Ino80b	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath	NA
Ino80c	18	protein	transmembrane_sosui, transmembrane_phobius, intracellular, transmembrane_predicted, transmembrane	transmembrane_predicted, intracellular, transmembrane	3	TRUE	Almen2009, ComPPI, UniProt, OmniPath, GO_Intercell	NA
Ino80d	1	protein	intracellular	intracellular	3	FALSE	ComPPI, GO_Intercell, UniProt, OmniPath	NA
Ino80e	7	protein	intracellular	intracellular	3	FALSE	UniProt, ComPPI, OmniPath, GO_Intercell	NA
Inpp1	1	protein	intracellular, receptor	intracellular, receptor	2	FALSE	GO_Intercell, ComPPI, scConnect, OmniPath	NA
Inpp4a	1	protein	intracellular, transmembrane_sosui, receptor, transmembrane_phobius, transmembrane, plasma_membrane, transmembrane_predicted, transmembrane_tmhmm	intracellular, transmembrane_predicted, receptor, transmembrane, plasma_membrane	3	TRUE	GO_Intercell, Almen2009, scConnect, OmniPath, UniProt, ComPPI, LOCATE	NA
Inpp4b	8	protein	intracellular, receptor	intracellular, receptor	2	FALSE	GO_Intercell, scConnect, ComPPI, OmniPath	NA
Inpp5a	7	protein	intracellular, receptor, plasma_membrane	intracellular, receptor, plasma_membrane	2	FALSE	OmniPath, ComPPI, GO_Intercell, scConnect, UniProt	NA
Inpp5b	4	protein	intracellular, receptor	intracellular, receptor	3	FALSE	OmniPath, LOCATE, UniProt, GO_Intercell, ComPPI, scConnect	NA
Inpp5d	1	protein	intracellular, plasma_membrane, receptor	intracellular, plasma_membrane, receptor	3	FALSE	UniProt, ComPPI, GO_Intercell, OmniPath, scConnect, LOCATE	NA
Inpp5e	2	protein	intracellular, receptor, transmembrane, plasma_membrane	intracellular, receptor, transmembrane, plasma_membrane	3	TRUE	GO_Intercell, OmniPath, scConnect, Ramilowski_location, UniProt, ComPPI	NA
Inpp5f	7	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Inpp5j	11	protein	intracellular, transmembrane, receptor	intracellular, transmembrane, receptor	3	TRUE	ComPPI, Ramilowski_location, GO_Intercell, scConnect, OmniPath, UniProt	NA
Inpp5k	11	protein	intracellular, receptor, transmembrane	intracellular, receptor, transmembrane	3	TRUE	ComPPI, scConnect, UniProt, GO_Intercell, OmniPath, LOCATE	NA
Inppl1	7	protein	intracellular, plasma_membrane, receptor, basal_cell_membrane	intracellular, plasma_membrane, receptor	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath, scConnect	NA
Ins1	19	protein	ligand, hormone, secreted, intracellular, extracellular	ligand, secreted, intracellular, extracellular	18	FALSE	DGIdb, talklr, CellPhoneDB, OmniPath, Cellinker, connectomeDB2020, UniProt, SignaLink_function, GO_Intercell, CellCall, LOCATE, Guide2Pharma, CellChatDB, Baccin2019, iTALK, HPA_secretome, Ramilowski2015, Matrisome, LRdb, ICELLNET, scConnect, CellTalkDB	NA
Ins2	7	protein	ligand, hormone, secreted, intracellular, extracellular	ligand, secreted, intracellular, extracellular	18	FALSE	DGIdb, talklr, CellPhoneDB, OmniPath, Cellinker, connectomeDB2020, UniProt, SignaLink_function, GO_Intercell, CellCall, LOCATE, Guide2Pharma, CellChatDB, Baccin2019, iTALK, HPA_secretome, Ramilowski2015, Matrisome, LRdb, ICELLNET, scConnect, CellTalkDB	NA
Insc	7	protein	intracellular	intracellular	3	FALSE	UniProt, GO_Intercell, OmniPath, ComPPI	NA
Insig1	5	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	6	TRUE	UniProt, LOCATE, TopDB, Ramilowski_location, OmniPath, GO_Intercell, Phobius, ComPPI	NA
Insig2	1	protein	transmembrane, intracellular	transmembrane, intracellular, transmembrane_predicted	4	TRUE	UniProt, Ramilowski_location, GO_Intercell, Phobius, OmniPath	NA
Insl3	8	protein	ligand, secreted, extracellular, hormone, intracellular	ligand, secreted, extracellular, intracellular	17	FALSE	Baccin2019, OmniPath, GO_Intercell, connectomeDB2020, LRdb, LOCATE, Matrisome, CellPhoneDB, Cellinker, UniProt, HPMR, DGIdb, Ramilowski2015, HPA_secretome, scConnect, CellChatDB, iTALK, EMBRACE, Guide2Pharma, talklr, CellTalkDB	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI
Insl5	4	protein	ligand, secreted, extracellular, hormone	ligand, secreted, extracellular	16	FALSE	DGIdb, CellTalkDB, GO_Intercell, scConnect, OmniPath, Baccin2019, EMBRACE, talklr, CellPhoneDB, connectomeDB2020, Guide2Pharma, Cellinker, CellChatDB, UniProt, Matrisome, HPA_secretome, Ramilowski2015, LRdb, iTALK	NA
Insl6	19	protein	secreted, ligand, extracellular, hormone	secreted, ligand, extracellular	4	FALSE	UniProt, GO_Intercell, LOCATE, Matrisome, DGIdb, HPA_secretome, OmniPath	NA
Insm1	2	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, UniProt, OmniPath	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI;Pavlidis2021_CollecTRI;TFe_DoRothEA;JASPAR_DoRothEA
Insm2	12	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt	NA
Insr	8	protein	extracellular, transmembrane, ligand_regulator, growth_factor_binder, receptor, growth_factor, cell_surface, plasma_membrane_transmembrane, intracellular, tyrosine_kinase, kinase, plasma_membrane, adhesion, insr, cell_adhesion	extracellular, transmembrane, ligand_regulator, receptor, cell_surface, plasma_membrane_transmembrane, intracellular, plasma_membrane, adhesion, cell_adhesion, transmembrane_predicted	19	TRUE	OmniPath, UniProt, GO_Intercell, TopDB, scConnect, Baccin2019, Surfaceome, Membranome, OPM, CellTalkDB, connectomeDB2020, HGNC, talklr, LRdb, Ramilowski_location, Ramilowski2015, CellChatDB, ComPPI, ICELLNET, CellCellInteractions, iTALK, Cellinker, CellCall, Guide2Pharma, CSPA, DGIdb, CellPhoneDB, Phobius, EMBRACE	NA
Insrr	3	protein	receptor, transmembrane_sosui, transmembrane, transmembrane_tmhmm, extracellular, transmembrane_phobius, tyrosine_kinase, igf, plasma_membrane_transmembrane, kinase, receptor_tyrosine_kinases_rtk, cell_surface, insulin_r, transmembrane_predicted, intracellular, insr	receptor, transmembrane_predicted, transmembrane, extracellular, plasma_membrane_transmembrane, cell_surface, intracellular	8	TRUE	Surfaceome, Almen2009, GO_Intercell, HPMR, OmniPath, HGNC, scConnect, Membranome, UniProt, OPM, CellCellInteractions, LOCATE, Ramilowski_location, Phobius	NA
Insyn1	9	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Insyn2a	7	protein	intracellular	intracellular	1	FALSE	ComPPI, OmniPath	NA
Ints1	5	protein	intracellular, transmembrane	intracellular, transmembrane, transmembrane_predicted	4	TRUE	OmniPath, UniProt, ComPPI, GO_Intercell, Phobius, Ramilowski_location	NA
Ints10	8	protein	intracellular	intracellular	3	FALSE	OmniPath, UniProt, GO_Intercell, ComPPI	NA
Ints11	4	protein	intracellular	intracellular	3	FALSE	OmniPath, GO_Intercell, ComPPI, UniProt	NA
Ints12	3	protein	intracellular	intracellular	3	FALSE	OmniPath, ComPPI, GO_Intercell, UniProt	NA
Ints13	6	protein	intracellular	intracellular	3	FALSE	GO_Intercell, ComPPI, OmniPath, UniProt	NA
Ints14	9	protein	intracellular	intracellular	3	FALSE	GO_Intercell, UniProt, ComPPI, OmniPath	NA
